name	b_number	multi_fun
ebgR	b3075	BC-1.1.1:BC-2.2.2:BC-3.1.2.3:BC-3.3.1
ebgA	b3076	BC-1.1.1
ebgC	b3077	BC-1.1.1
ygjI	b3078	BC-4.2.A:BC-6.1
ygjJ	b3079	ORFs
ygjK	b3080	BC-1
fadH	b3081	BC-1.1.2:BC-1.5.4
higA	b3082	BC-3.1.2
higB	b3083	BC-3.1.3.1
rlmG	b3084	BC-2.2.3
ygjP	b3085	Conserved-Hypothetical-ORFs
ygjQ	b3086	Unclassified-Genes
ygjR	b3087	ORFs
alx	b3088	BC-5.5.4
sstT	b3089	BC-1.5.1.11:BC-1.5.1.8:BC-4.2.A:BC-6.1
ygjV	b3090	Unclassified-Genes
uxaA	b3091	BC-1.1.1
uxaC	b3092	BC-1.1.1
exuT	b3093	BC-1.1.1:BC-4.2.A:BC-6.1
exuR	b3094	BC-1.1.1:BC-2.2.2:BC-3.1.2.3:BC-3.3.2
yqjA	b3095	BC-1.4:BC-6.1
mzrA	b3096	BC-3.1.3
yqjC	b3097	Unclassified-Genes
yqjD	b3098	Unclassified-Genes
yqjE	b3099	Unclassified-Genes
yqjK	b3100	Conserved-Hypothetical-ORFs
yqjF	b3101	Unclassified-Genes
yqjG	b3102	Unclassified-Genes
yhaH	b3103	BC-6.1
yhaI	b3104	BC-6.1
yhaJ	b3105	BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3
yhaK	b3106	Unclassified-Genes
yhaL	b3107	ORFs
cyuA	b4470	BC-5.6.2
cyuP	b3110	BC-4.2.A:BC-6.1
tdcG	b4471	BC-1.1.3
tdcF	b3113	ORFs
tdcE	b3114	BC-1.1.3:BC-1.3.5:BC-1.7.30
tdcD	b3115	BC-1.7.30
tdcC	b3116	BC-1.5.1.8:BC-4.2.A:BC-6.1
tdcB	b3117	BC-1.1.3:BC-1.7.30
tdcA	b3118	BC-1.1.3:BC-2.2.2:BC-3.1.2.2:BC-3.3.1
tdcR	b3119	BC-1.1.3:BC-2.2.2:BC-3.1.2.2:BC-3.3.1
yhaB	b3120	Unclassified-Genes
yhaC	b3121	Unclassified-Genes
garK	b3124	BC-1.1.1
garR	b3125	BC-1.1.1
garL	b3126	BC-1.1.1
garP	b3127	BC-1.1.1:BC-4.2.A:BC-6.1
garD	b3128	BC-1.1.1
prlF	b3129	BC-5.1
yhaV	b3130	BC-2.2.4
agaR	b3131	BC-1.7.12:BC-2.2.2:BC-3.1.2.3
kbaZ	b3132	BC-1.1.1
agaV	b3133	BC-4.4.A
agaW	b3134	BC-4.4.A
agaA	b3135	Pseudo-Genes
agaS	b3136	BC-1.1
kbaY	b3137	BC-1.1.1
agaB	b3138	BC-4.4.A
agaC	b3139	BC-4.4.A
agaD	b3140	BC-4.4.A
agaI	b3141	BC-1
yraH	b3142	BC-6.5
yraI	b3143	BC-2.3.4
yraJ	b3144	Unclassified-Genes
yraK	b3145	BC-6.5
rsmI	b3146	BC-2.2.3
lpoA	b3147	BC-1.6.7:BC-6.1
yraN	b3148	Conserved-Hypothetical-ORFs
diaA	b3149	BC-2.1.1:BC-5.2
yraP	b3150	BC-5.1
yraQ	b3151	ORFs
yraR	b3152	ORFs
yhbO	b3153	BC-5.5.2:BC-5.5.4:BC-5.5.6
yhbP	b3154	Unclassified-Genes
yhbQ	b3155	BC-5.6
yhbS	b3156	Unclassified-Genes
yhbT	b3157	BC-1.5.3.11
yhbU	b3158	BC-1.5.3.11
yhbV	b3159	BC-1.5.3.11
yhbW	b3160	ORFs
mtr	b3161	BC-1.5.1.15:BC-4.2.A:BC-6.1
deaD	b3162	BC-6.6
yrbN	b4685	Unclassified-Genes
nlpI	b3163	BC-5.1
pnp	b3164	BC-1.2.1:BC-2.2.4
rpsO	b3165	BC-2.3.2:BC-2.3.8:BC-6.6
truB	b3166	BC-2.2.3
rbfA	b3167	BC-2.2.6:BC-5.5.2:BC-6.6
infB	b3168	BC-2.3.2
nusA	b3169	BC-2.2.2:BC-3.1.2
rimP	b3170	BC-6.6
argG	b3172	BC-1.5.1.3
yhbX	b3173	BC-6.1
secG	b3175	BC-4.3.A.5:BC-6.1
glmM	b3176	BC-1.6.3.1:BC-1.6.4:BC-1.6.7:BC-1.7.12:BC-6.2:BC-6.3
folP	b3177	BC-1.5.3.2
ftsH	b3178	BC-1.2.3:BC-2.3.6:BC-5.1:BC-6.1:BC-8.2
rlmE	b3179	BC-2.2.3
yhbY	b3180	BC-6.6
greA	b3181	BC-2.2.2:BC-3.1.2
dacB	b3182	BC-1.6.7:BC-5.6.4:BC-6.2
obgE	b3183	BC-3.1.4:BC-5.1:BC-5.2
yhbE	b3184	BC-6.1
rpmA	b3185	BC-2.3.2:BC-2.3.8:BC-6.6
rplU	b3186	BC-2.3.2:BC-2.3.8:BC-6.6
ispB	b3187	BC-1.5.3.11
sfsB	b3188	BC-1.1.1:BC-2.2.2:BC-3.1.2.2
murA	b3189	BC-1.6.7:BC-6.2
ibaG	b3190	Unclassified-Genes
mlaB	b3191	BC-4:BC-6.1
mlaC	b3192	BC-4
mlaD	b3193	BC-4:BC-6.1
mlaE	b3194	BC-4.3.A.1.m:BC-6.1
mlaF	b3195	BC-4.3.A.1.a
yrbG	b3196	BC-4.2.A:BC-6.1
kdsD	b3197	BC-1.6.3.2
kdsC	b3198	BC-1.6.3
lptC	b3199	BC-4.3.A.1.m:BC-6.1
lptA	b3200	BC-4.3.A.1.p
lptB	b3201	BC-4.3.A.1.a
rpoN	b3202	BC-1.8.3:BC-2.2.2:BC-3.1.2.1:BC-3.3.3:BC-8.1
hpf	b3203	BC-2.3.2
ptsN	b3204	BC-3.1.3.3
rapZ	b3205	BC-3.1.3
npr	b3206	BC-2.3.3
yrbL	b3207	Conserved-Hypothetical-ORFs
mtgA	b3208	BC-1.6.7:BC-6.2
elbB	b3209	Unclassified-Genes
arcB	b3210	BC-2.3.3:BC-3.1.2.4.3:BC-6.1
yhcC	b3211	ORFs
gltB	b3212	BC-1.5.1.1:BC-1.8.3
gltD	b3213	BC-1.5.1.1:BC-1.8.3
gltF	b3214	BC-3.3.1
yhcA	b3215	Unclassified-Genes
yhcD	b3216	ORFs
yhcE	b4569	Interrupted-Genes
insH-10	b3218	BC-8.3
yhcF	b3219	ORFs
yhcG	b3220	Unclassified-Genes
yhcH	b3221	BC-1.1.1
nanK	b3222	BC-1.7.12
nanE	b3223	BC-1.7.12
nanT	b3224	BC-1.7.12:BC-4.2.A:BC-6.1
nanA	b3225	BC-1.7.12
nanR	b3226	BC-2.2.2:BC-3.1.2.3:BC-3.3.1
dcuD	b3227	BC-4.2.A:BC-6.1
sspB	b3228	BC-5.5.3
sspA	b3229	BC-2.2.2:BC-3.1.2:BC-3.3.3:BC-5.5.3
rpsI	b3230	BC-2.3.2:BC-2.3.8:BC-6.6
rplM	b3231	BC-2.3.2:BC-2.3.8:BC-6.6
zapE	b3232	BC-5.1
yhcB	b3233	Unclassified-Genes
degQ	b3234	BC-1.2.3:BC-2.3.6
degS	b3235	BC-1.2.3:BC-2.3.6:BC-3.1.3.4
mdh	b3236	BC-1.1.1:BC-1.3.4:BC-1.3.5:BC-1.7:BC-1.7.21
argR	b3237	BC-1.5.1.3:BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3
yhcN	b3238	BC-5.5.4:BC-5.5.6
yhcO	b3239	Unclassified-Genes
aaeB	b3240	BC-4:BC-6.1
aaeA	b3241	BC-4:BC-6.1
aaeX	b3242	ORFs
aaeR	b3243	BC-2.2.2:BC-3.1.2.2:BC-5.10
tldD	b3244	BC-3.1.4
yhdP	b4472	Unclassified-Genes
rng	b3247	BC-2.2.3:BC-2.2.4:BC-5.1
yhdE	b3248	BC-1
mreD	b3249	BC-1.6:BC-6.1
mreC	b3250	BC-1.6
mreB	b3251	BC-5.5
csrD	b3252	BC-3.1.3
yhdH	b3253	Unclassified-Genes
accB	b3255	BC-1.6.15.3
accC	b3256	BC-1.5.4
yhdT	b3257	Unclassified-Genes
panF	b3258	BC-1.5.3.5:BC-4.2.A:BC-6.1
prmA	b3259	BC-2.3.3:BC-2.3.8
dusB	b3260	BC-2.2.3
fis	b3261	BC-2.1.3:BC-2.2.2:BC-2.3.7:BC-3.1.2.2:BC-3.1.2.3
yhdJ	b3262	BC-5
yhdU	b3263	ORFs
envR	b3264	BC-2.2.2:BC-3.1.2.3:BC-3.3.1:BC-5.6.4
acrE	b3265	Unclassified-Genes
acrF	b3266	BC-4.2.A:BC-5.6.4:BC-6.1
yhdV	b3267	ORFs
yhdW	b3268	Pseudo-Genes
yhdX	b3269	BC-4.3.A.1.m:BC-6.1
yhdY	b3270	BC-4.3.A.1.m:BC-6.1
yhdZ	b3271	BC-4.3.A.1.a
yrdA	b3279	Unclassified-Genes
yrdB	b3280	Unclassified-Genes
aroE	b3281	BC-1.5.1.20
tsaC	b3282	BC-2.2.3
yrdD	b3283	Unclassified-Genes
smg	b3284	ORFs
smf	b4473	Unclassified-Genes
def	b3287	BC-2.3.3
fmt	b3288	BC-2.2.5
rsmB	b3289	BC-2.2.3
trkA	b3290	BC-4.8.A
mscL	b3291	BC-4.1.A:BC-5.5.6:BC-6.1
arfA	b4550	BC-2.3.2
zntR	b3292	BC-2.2.2:BC-3.1.2.2:BC-3.3.1:BC-5.6.2
yhdN	b3293	Unclassified-Genes
rplQ	b3294	BC-2.3.2:BC-2.3.8:BC-6.6
rpoA	b3295	BC-2.2.2
rpsD	b3296	BC-2.3.2:BC-2.3.8:BC-6.6
rpsK	b3297	BC-2.3.2:BC-2.3.8:BC-6.6
rpsM	b3298	BC-2.3.2:BC-2.3.8:BC-6.6
rpmJ	b3299	BC-2.3.2:BC-2.3.8:BC-6.6
secY	b3300	BC-4.3.A.5:BC-6.1
rplO	b3301	BC-2.3.2:BC-2.3.8:BC-6.6
rpmD	b3302	BC-2.3.2:BC-2.3.8:BC-6.6
rpsE	b3303	BC-2.3.2:BC-2.3.8:BC-6.6
rplR	b3304	BC-2.3.2:BC-2.3.8:BC-6.6
rplF	b3305	BC-2.3.2:BC-2.3.8:BC-6.6
rpsH	b3306	BC-2.3.2:BC-2.3.8:BC-3.1.3:BC-6.6
rpsN	b3307	BC-2.3.2:BC-2.3.8:BC-6.6
rplE	b3308	BC-2.3.2:BC-2.3.8:BC-6.6
rplX	b3309	BC-2.3.2:BC-2.3.8:BC-6.6
rplN	b3310	BC-2.3.2:BC-2.3.8:BC-6.6
rpsQ	b3311	BC-2.3.2:BC-2.3.8:BC-6.6
rpmC	b3312	BC-2.3.2:BC-2.3.8:BC-6.6
rplP	b3313	BC-2.3.2:BC-2.3.8:BC-6.6
rpsC	b3314	BC-2.3.2:BC-2.3.8:BC-6.6
rplV	b3315	BC-2.3.2:BC-2.3.8:BC-6.6
rpsS	b3316	BC-2.3.2:BC-2.3.8:BC-6.6
rplB	b3317	BC-2.3.2:BC-2.3.8:BC-6.6
rplW	b3318	BC-2.3.2:BC-2.3.8:BC-6.6
rplD	b3319	BC-2.3.2:BC-2.3.8:BC-3.1.2:BC-3.1.3.1:BC-3.3.1:BC-6.6
rplC	b3320	BC-2.3.2:BC-2.3.8:BC-6.6
rpsJ	b3321	BC-2.3.2:BC-2.3.8:BC-3.1.2:BC-6.6
gspB	b3322	Unclassified-Genes
gspA	b3323	BC-4.9.B
gspC	b3324	BC-4.9.B
gspD	b3325	BC-4.9.B
gspE	b3326	BC-4.9.B
gspF	b3327	BC-4.9.B:BC-6.1
gspG	b3328	BC-4.9.B
gspH	b3329	BC-4.9.B
gspI	b3330	BC-4.9.B
gspJ	b3331	BC-4.9.B
gspK	b3332	BC-4.9.B
gspL	b3333	BC-4.9.B
gspM	b3334	BC-4.9.B
gspO	b3335	BC-1.2.3:BC-6.1
bfr	b3336	BC-5.5.7
bfd	b3337	BC-3.1.4:BC-5.5.7
chiA	b3338	BC-1.2
tufA	b3339	BC-2.3.2:BC-5.5.1
fusA	b3340	BC-2.3.2
rpsG	b3341	BC-2.3.2:BC-2.3.8:BC-6.6
rpsL	b3342	BC-2.3.2:BC-2.3.8:BC-6.6
tusB	b3343	BC-2.2.3
tusC	b3344	BC-2.2.3
tusD	b3345	BC-2.2.3
yheO	b3346	BC-3.1.4
fkpA	b3347	BC-2.3.4
slyX	b3348	ORFs
slyD	b3349	BC-2.3.4
yheV	b4551	Unconserved-ORFs
kefB	b3350	BC-4.2.A:BC-6.1
kefG	b3351	BC-1
yheS	b3352	BC-2.3.2
yheT	b3353	ORFs
yheU	b3354	Conserved-Hypothetical-ORFs
prkB	b3355	Unclassified-Genes
yhfA	b3356	Unclassified-Genes
crp	b3357	BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3:BC-3.3.4
yhfK	b3358	BC-1
argD	b3359	BC-1.5.1.3:BC-1.5.1.7
pabA	b3360	BC-1.5.3.2
fic	b3361	Unclassified-Genes
yhfG	b3362	Conserved-Hypothetical-ORFs
ppiA	b3363	BC-2.3.4
tsgA	b3364	BC-4.2.A:BC-6.1
nirB	b3365	BC-1.3.7
nirD	b3366	BC-1.3.7
nirC	b3367	BC-1.8.3:BC-4.2.A:BC-6.1
cysG	b3368	BC-1.5.3.12
yhfL	b3369	ORFs
frlA	b3370	BC-4.2.A:BC-6.1
frlB	b3371	BC-1.1.1
frlC	b4474	BC-1.1.1
frlD	b3374	BC-1.1.1
frlR	b3375	BC-2.2.2:BC-3.1.2.3
yhfS	b3376	Unclassified-Genes
yhfT	b3377	BC-4.9.B
yhfU	b3378	ORFs
php	b3379	Unclassified-Genes
yhfW	b3380	Unclassified-Genes
yhfX	b3381	Unclassified-Genes
yhfY	b3382	Unclassified-Genes
yhfZ	b3383	ORFs
trpS	b3384	BC-2.3.1
gph	b3385	BC-2.1.4
rpe	b3386	BC-1.1.1:BC-1.7.3
dam	b3387	BC-2.1.1:BC-2.1.4:BC-3.1.1.2
damX	b3388	BC-5.1:BC-6.1
aroB	b3389	BC-1.5.1.20
aroK	b3390	BC-1.5.1.20
hofQ	b3391	BC-1.1
hofP	b3392	BC-1.1
hofO	b3393	BC-1.1
hofN	b3394	BC-1.1
hofM	b3395	BC-1.1
mrcA	b3396	BC-1.6.7:BC-5.1:BC-5.6.4:BC-6.2
nudE	b3397	BC-1
igaA	b3398	BC-5.5
yrfG	b3399	Unclassified-Genes
hslR	b3400	BC-5.5.2
hslO	b3401	BC-2.3.4
yhgE	b3402	BC-4.9.B
pck	b3403	BC-1.7
envZ	b3404	BC-2.3.3:BC-3.1.2.4.3:BC-3.1.3.2:BC-6.1
ompR	b3405	BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3:BC-3.1.2.4.3:BC-3.3.1
greB	b3406	BC-2.2.2:BC-3.1.2
yhgF	b3407	Conserved-Hypothetical-ORFs
feoA	b3408	BC-4.9.A:BC-5.5.7
feoB	b3409	BC-4.9.A:BC-5.5.7:BC-6.1
feoC	b3410	BC-4
rpnA	b3411	BC-8.3
bioH	b3412	BC-1.5.3.1
yhgH	b3413	BC-1.1
nfuA	b3414	BC-1.7.19:BC-2.3.4
gntT	b3415	BC-4.2.A:BC-6.1
malQ	b3416	BC-1.1.1:BC-1.2.4
malP	b3417	BC-1.1.1:BC-1.2.4
malT	b3418	BC-1.1.1:BC-2.2.2:BC-3.1.2.2:BC-3.3.1
rtcA	b4475	BC-2.2.3
rtcB	b3421	BC-2.1:BC-2.2
rtcR	b3422	BC-2.2.2:BC-3.1.2:BC-3.3.1
glpR	b3423	BC-1.3.7:BC-2.2.2:BC-3.1.2.3:BC-3.3.1
glpG	b3424	BC-6.1
glpE	b3425	BC-1.8.2
glpD	b3426	BC-1.3.6:BC-1.4.1:BC-1.7.6
yzgL	b3427	ORFs
glgP	b3428	BC-1.1.1:BC-1.6.9
glgA	b3429	BC-1.6.9
glgC	b3430	BC-1.6.9
glgX	b3431	BC-1.1.1
glgB	b3432	BC-1.6.9
asd	b3433	BC-1.5.1.21:BC-1.5.1.7
yhgN	b3434	BC-6.1
gntU	b4476	BC-4.2.A:BC-6.1
gntK	b3437	BC-1.7.9
gntR	b3438	BC-2.2.2:BC-3.1.2.3:BC-3.3.1
yhhW	b3439	Unclassified-Genes
yhhX	b3440	BC-1.1
yhhY	b3441	BC-5.6.2
yhhZ	b3442	Unclassified-Genes
yrhA	b3443	Pseudo-Genes
insA-6	b3444	BC-8.3
insB-6	b3445	BC-8.3
yrhD	b4612	ORFs
yrhB	b3446	ORFs
ggt	b3447	BC-1.7:BC-5.5.6
yhhA	b3448	Unclassified-Genes
ugpQ	b3449	BC-1.7.6
ugpC	b3450	BC-1.8.1:BC-4.3.A.1.a
ugpE	b3451	BC-1.8.1:BC-4.3.A.1.m:BC-6.1
ugpA	b3452	BC-1.8.1:BC-4.3.A.1.m:BC-6.1
ugpB	b3453	BC-1.8.1:BC-4.3.A.1.p
livF	b3454	BC-1.1.3:BC-1.5.1.13:BC-1.5.1.18:BC-1.5.1.19:BC-4.3.A.1.a
livG	b3455	BC-1.1.3:BC-1.5.1.18:BC-1.5.1.19:BC-4.3.A.1.a
livM	b3456	BC-1.5.1.18:BC-1.5.1.19:BC-4.3.A.1.m:BC-6.1
livH	b3457	BC-1.5.1.18:BC-1.5.1.19:BC-4.3.A.1.m:BC-6.1
livK	b3458	BC-1.5.1.19:BC-4.3.A.1.p
panZ	b3459	BC-1.5.3
livJ	b3460	BC-1.5.1.18:BC-1.5.1.19:BC-4.3.A.1.p
rpoH	b3461	BC-2.2.2:BC-3.1.2.1:BC-3.3.3:BC-5.5.2
ftsX	b3462	BC-5.1:BC-6.1
ftsE	b3463	BC-5.1
ftsY	b3464	BC-2.3.5:BC-4.3.A.5:BC-5.1:BC-6.1
rsmD	b3465	BC-2.2.3
yhhL	b3466	Unclassified-Genes
yhhM	b3467	ORFs
yhhN	b3468	ORFs
zntA	b3469	BC-1.3.8:BC-4.3.A.3:BC-5.6.2:BC-6.1
tusA	b3470	BC-1.5.3.4:BC-2.2.3
yhhQ	b3471	BC-6.1
dcrB	b3472	Unclassified-Genes
yhhS	b3473	BC-4.2.A:BC-6.1
yhhT	b3474	BC-4.9.B:BC-6.1
acpT	b3475	BC-1.5.4
nikA	b3476	BC-4.3.A.1.p
nikB	b3477	BC-4.3.A.1.m:BC-6.1
nikC	b3478	BC-4.3.A.1.m:BC-6.1
nikD	b3479	BC-1.3.6:BC-1.3.7:BC-4.3.A.1.a
nikE	b3480	BC-1.3.6:BC-1.3.7:BC-4.3.A.1.a
nikR	b3481	BC-2.2.2:BC-3.1.2.3:BC-3.3.1
rhsB	b3482	Unclassified-Genes
yhhH	b3483	ORFs
yhhI	b3484	ORFs
yhhJ	b3485	BC-4.3.A.1.m:BC-6.1
rbbA	b3486	BC-2.3.2
yhiI	b3487	Unclassified-Genes
yhiJ	b3488	Unclassified-Genes
yhiL	b4660	Interrupted-Genes
yhiM	b3491	BC-5.5.4
yhiN	b3492	ORFs
pitA	b3493	BC-1.8.1:BC-4.2.A:BC-6.1
uspB	b3494	BC-5.5:BC-5.6.2:BC-6.1
uspA	b3495	BC-3.1.4:BC-5.5
dtpB	b3496	BC-4.2.A:BC-6.1
rsmJ	b3497	BC-2.2.3
prlC	b3498	BC-1.2.3:BC-2.3.6:BC-5.1
rlmJ	b3499	BC-1.1:BC-2.2.3
gor	b3500	Unclassified-Genes
dinQ	b4613	BC-6.1
arsR	b3501	BC-2.2.2:BC-3.1.2.3:BC-3.3.1:BC-5.6.4
arsB	b3502	BC-4.3.A.4:BC-5.6.2:BC-6.1
arsC	b3503	BC-5.6.2
yhiS	b3504	Interrupted-Genes
insH-11	b3505	BC-8.3
slp	b3506	BC-5.5.3
dctR	b3507	BC-3.1.4:BC-5.5.4
yhiD	b3508	Unclassified-Genes
hdeB	b3509	BC-5.5.4
hdeA	b3510	BC-5.10:BC-5.5.4
hdeD	b3511	BC-5.5.4
gadE	b3512	BC-2.2.2:BC-3.1.2.2:BC-5.5.4
mdtE	b3513	BC-4.8.A:BC-5.6.4
mdtF	b3514	BC-4.2:BC-5.6.4:BC-6.1
gadW	b3515	BC-2.2.2:BC-3.1.2.3
gadX	b3516	BC-2.2.2:BC-3.1.2.2
gadA	b3517	BC-5.5.4
ccp	b3518	BC-1.4
treF	b3519	BC-1.1.1
yhjB	b3520	BC-2.2.2:BC-3.1.2.2
yhjC	b3521	BC-2.2.2:BC-3.1.2
yhjD	b3522	Unclassified-Genes
yhjE	b3523	BC-4.2.A:BC-6.1
yhjG	b3524	Unclassified-Genes
pdeH	b3525	BC-3:BC-5.3
kdgK	b3526	BC-1.1.1
yhjJ	b3527	ORFs
dctA	b3528	BC-1.1.1:BC-3.1.4:BC-4.2.A:BC-6.1
pdeK	b3529	BC-3.1.3.3
bcsC	b3530	BC-6
bcsZ	b3531	BC-1.2.4
bcsB	b3532	BC-1.6
bcsA	b3533	BC-1.6
bcsQ	b3534	Interrupted-Genes
yhjR	b3535	Unclassified-Genes
bcsE	b3536	Unclassified-Genes
bcsF	b3537	ORFs
bcsG	b3538	ORFs
ldrD	b4453	BC-5.6.3
yhjV	b3539	BC-4.2.A:BC-6.1
dppF	b3540	BC-1.1.3:BC-4.3.A.1.a
dppD	b3541	BC-1.1.3:BC-4.3.A.1.a
dppC	b3542	BC-4.3.A.1.m:BC-6.1
dppB	b3543	BC-4.3.A.1.m:BC-6.1
dppA	b3544	BC-1.1.3:BC-2.3.4:BC-4.3.A.1.p
eptB	b3546	BC-1.6.3.2
yhjX	b3547	BC-4.2.A:BC-6.1
yhjY	b3548	Unclassified-Genes
tag	b3549	BC-2.1.4
yiaC	b3550	BC-2.3.3:BC-3.1.3.2
bisC	b3551	BC-1.5.1.9:BC-1.5.3.1
yiaD	b3552	ORFs
ghrB	b3553	BC-1.1.1
yiaF	b3554	Unclassified-Genes
yiaG	b3555	BC-3.1.2
cspA	b3556	BC-2.2.2:BC-3.1.2.2:BC-3.3.1:BC-5.5.2
hokA	b4455	BC-5.6.3
insJ	b3557	BC-8.3
insK	b3558	BC-8.3
glyS	b3559	BC-2.3.1
glyQ	b3560	BC-2.3.1
ysaB	b4553	Unconserved-ORFs
wecH	b3561	BC-6.3
yiaA	b3562	BC-6.1
yiaB	b3563	Unclassified-Genes
xylB	b3564	BC-1.1.1
xylA	b3565	BC-1.1.1
xylF	b3566	BC-1.1.1:BC-4.3.A.1.p
xylG	b3567	BC-1.1.1:BC-4.3.A.1.a
xylH	b3568	BC-1.1.1:BC-4.3.A.1.m:BC-6.1
xylR	b3569	BC-1.1.1:BC-2.2.2:BC-3.1.2.2:BC-3.3.1
bax	b3570	Unclassified-Genes
malS	b3571	BC-1.1.1:BC-1.2.4
avtA	b3572	BC-1.5.1.17
ysaA	b3573	ORFs
yiaJ	b3574	BC-2.2.2:BC-3.1.2.3:BC-3.3.1
yiaK	b3575	BC-1.1.1
yiaL	b3576	Unclassified-Genes
yiaM	b3577	BC-4.2.A:BC-6.1
yiaN	b3578	BC-4.2.A:BC-6.1
yiaO	b3579	BC-4.2.A
lyxK	b3580	BC-1.1.1
sgbH	b3581	BC-1.7.1
sgbU	b3582	BC-1.1.1
sgbE	b3583	BC-1.1.1
yiaT	b3584	ORFs
yiaU	b3585	BC-2.2.2:BC-3.1.2.2:BC-3.1.2.3
yiaV	b3586	Unclassified-Genes
yiaW	b3587	Unclassified-Genes
aldB	b3588	BC-1.1.1
yiaY	b3589	BC-1
selB	b3590	BC-2.3.2
selA	b3591	BC-2.3.2
yibF	b3592	BC-1.7.1:BC-1.8
rhsA	b3593	Unclassified-Genes
yibA	b3594	Unclassified-Genes
yibJ	b3595	Pseudo-Genes
yibG	b3596	Conserved-Hypothetical-ORFs
yibS	b4650	Pseudo-Genes
yibV	b4615	ORFs
yibH	b3597	Unclassified-Genes
yibI	b3598	ORFs
mtlA	b3599	BC-1.1.1:BC-4.4.A:BC-6.1
mtlD	b3600	BC-1.1.1
mtlR	b3601	BC-1.1.1:BC-2.2.2:BC-3.1.2.3
yibT	b4554	ORFs
yibL	b3602	Unclassified-Genes
lldP	b3603	BC-1.1.1:BC-4.2.A:BC-6.1
lldR	b3604	BC-1.3.6:BC-2.2.2:BC-3.1.2.3:BC-3.3.1
lldD	b3605	BC-1.3.6:BC-1.3.7:BC-1.4.1
trmL	b3606	BC-2.2.3
cysE	b3607	BC-1.5.1.12
gpsA	b3608	BC-1.7.6:BC-1.8.1
secB	b3609	BC-4.3.A.5
grxC	b3610	BC-1.6.15.2
yibN	b3611	ORFs
gpmM	b3612	BC-1.1.1
envC	b3613	BC-5.1
yibQ	b3614	BC-1
waaH	b3615	BC-5.5.6:BC-6.1
tdh	b3616	BC-1.1.3:BC-1.7.30
kbl	b3617	BC-1.1.3:BC-1.7.30
htrL	b3618	Unclassified-Genes
rfaD	b3619	BC-1.6.3.2
waaF	b3620	BC-1.6.3.2:BC-6.3
waaC	b3621	BC-1.6.3.2:BC-6.3
waaL	b3622	BC-6.1:BC-6.3
waaU	b3623	BC-1.6.3.2:BC-6.3
waaZ	b3624	BC-1.6.3.2:BC-6.3
waaY	b3625	BC-1.6.3.2:BC-6.3
waaJ	b3626	BC-6.3
waaO	b3627	BC-6.3
waaB	b3628	BC-6.3
waaS	b3629	BC-1.6.3.2:BC-6.3
waaP	b3630	BC-1.6.3.2:BC-6.3
waaG	b3631	BC-1.6.3.2:BC-6.3
waaQ	b3632	BC-1.6.3.2:BC-6.3
waaA	b3633	BC-1.6.3.2:BC-1.6.3.3:BC-1.6.5:BC-6.3:BC-6.7
coaD	b3634	BC-1.5.3.5
mutM	b3635	BC-2.1.4
rpmG	b3636	BC-2.3.2:BC-2.3.8:BC-6.6
rpmB	b3637	BC-2.3.2:BC-2.3.8:BC-6.6
yicR	b3638	ORFs
dfp	b3639	BC-1.5.3.5
dut	b3640	BC-1.7.33
slmA	b3641	BC-5.1
pyrE	b3642	BC-1.5.2.2
rph	b3643	BC-1.2.1:BC-2.2.4
yicC	b3644	Unclassified-Genes
dinD	b3645	BC-2.1.4
yicG	b3646	ORFs
ligB	b3647	BC-2.1
gmk	b3648	BC-1.5.2.3:BC-1.7.33
rpoZ	b3649	BC-2.2.2
spoT	b3650	BC-1.7.33:BC-3.1.3.4:BC-5.5.3
trmH	b3651	BC-2.2.3
recG	b3652	BC-2.1.1
gltS	b3653	BC-1.5.1.1:BC-1.5.1.5:BC-4.2.A:BC-6.1
xanP	b3654	BC-4.2.A:BC-6.1
yicH	b3655	Unclassified-Genes
yicI	b3656	BC-1.7
yicJ	b3657	BC-4.2.A:BC-6.1
setC	b3659	BC-4.2.A:BC-6.1
yicL	b3660	BC-1.5.3.12:BC-4.9.B:BC-6.1
nlpA	b3661	BC-4
yicS	b4555	Unconserved-ORFs
nepI	b3662	BC-4.2.A:BC-6.1
yicN	b3663	Unclassified-Genes
adeQ	b3664	BC-4.2.A:BC-6.1
adeD	b3665	BC-1
uhpT	b3666	BC-1.1.1:BC-4.2.A:BC-6.1
uhpC	b3667	BC-1.1.1:BC-6.1
uhpB	b3668	BC-1.1.1:BC-2.3.3:BC-3.1.2.4.3:BC-3.1.3.2:BC-6.1
uhpA	b3669	BC-1.1.1:BC-2.2.2:BC-3.1.2.2:BC-3.1.2.4.3:BC-3.3.1
ilvN	b3670	BC-1.5.1.18
ilvB	b3671	BC-1.5.1.18
ivbL	b3672	BC-1.5.1.18
tisB	b4618	BC-5.8
emrD	b3673	BC-4.2.A:BC-5.6.4:BC-6.1
yidF	b3674	ORFs
yidG	b3675	Conserved-Hypothetical-ORFs
yidH	b3676	Conserved-Hypothetical-ORFs
yidI	b3677	ORFs
yidJ	b3678	BC-1.8.2
yidK	b3679	BC-4.2.A:BC-6.1
yidL	b3680	BC-2.2.2:BC-3.1.2.2
glvG	b3681	Pseudo-Genes
